,incident_nb,quarter,Crime_nb,CATEGORIE_Infractions entrainant la mort,CATEGORIE_Introduction,CATEGORIE_Méfait,CATEGORIE_Vol dans / sur véhicule à moteur,CATEGORIE_Vol de véhicule à moteur,CATEGORIE_Vols qualifiés,Grid,Caserne,Count,Avg_ETAGE_HORS,Avg_ANNEE_CONS,Mode_CATEGORIE_LIBELLE_UT_Autres activités d'impression commerciale-Régulier,Mode_CATEGORIE_LIBELLE_UT_Immeuble commercial-Régulier,Mode_CATEGORIE_LIBELLE_UT_Logement-Condominium,Mode_CATEGORIE_LIBELLE_UT_Logement-Régulier,"Mode_CATEGORIE_LIBELLE_UT_Service de garderie (prématernelle, moins de 50 % de poupons)-Régulier",Avg_Pop__Densi,Avg_Income___T,Avg_Income___2,Avg_Income___3,Avg_Housing___,Avg_Education_
3722,18,2016 Q1,2,0,0,0,0,1,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3723,18,2016 Q1,1,0,0,0,0,0,1,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3724,27,2016 Q2,23,0,1,0,0,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3725,27,2016 Q2,15,0,0,1,0,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3726,27,2016 Q2,4,0,0,0,1,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3727,27,2016 Q2,2,0,0,0,0,1,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3728,27,2016 Q2,1,0,0,0,0,0,1,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3729,23,2016 Q3,21,0,1,0,0,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3730,23,2016 Q3,18,0,0,1,0,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3731,23,2016 Q3,7,0,0,0,1,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3732,23,2016 Q3,2,0,0,0,0,1,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3733,23,2016 Q3,1,0,0,0,0,0,1,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3734,24,2016 Q4,30,0,1,0,0,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3735,24,2016 Q4,7,0,0,1,0,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3736,24,2016 Q4,5,0,0,0,1,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3737,24,2016 Q4,4,0,0,0,0,1,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3738,24,2016 Q4,4,0,0,0,0,0,1,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3739,18,2017 Q1,24,0,1,0,0,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3740,18,2017 Q1,8,0,0,1,0,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3741,18,2017 Q1,1,0,0,0,1,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3742,18,2017 Q1,3,0,0,0,0,1,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3743,18,2017 Q1,4,0,0,0,0,0,1,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3744,17,2017 Q2,8,0,1,0,0,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3745,17,2017 Q2,6,0,0,1,0,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3746,17,2017 Q2,8,0,0,0,1,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3747,17,2017 Q2,4,0,0,0,0,1,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3748,32,2017 Q3,1,1,0,0,0,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3749,32,2017 Q3,18,0,1,0,0,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3750,32,2017 Q3,6,0,0,1,0,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3751,32,2017 Q3,3,0,0,0,1,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3752,32,2017 Q3,8,0,0,0,0,1,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3753,32,2017 Q3,1,0,0,0,0,0,1,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3754,31,2017 Q4,15,0,1,0,0,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3755,31,2017 Q4,8,0,0,1,0,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3756,31,2017 Q4,7,0,0,0,1,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3757,31,2017 Q4,2,0,0,0,0,1,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3758,20,2018 Q1,6,0,1,0,0,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3759,20,2018 Q1,5,0,0,1,0,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3760,20,2018 Q1,4,0,0,0,1,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3761,20,2018 Q1,7,0,0,0,0,1,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3762,20,2018 Q1,1,0,0,0,0,0,1,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3763,28,2018 Q2,13,0,1,0,0,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3764,28,2018 Q2,7,0,0,1,0,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3765,28,2018 Q2,3,0,0,0,1,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3766,28,2018 Q2,2,0,0,0,0,1,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3767,28,2018 Q2,1,0,0,0,0,0,1,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3768,38,2018 Q3,7,0,1,0,0,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3769,38,2018 Q3,7,0,0,1,0,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3770,38,2018 Q3,5,0,0,0,1,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3771,38,2018 Q3,1,0,0,0,0,1,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3772,27,2018 Q4,7,0,1,0,0,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3773,27,2018 Q4,4,0,0,1,0,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3774,27,2018 Q4,6,0,0,0,1,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3775,27,2018 Q4,1,0,0,0,0,1,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3776,27,2018 Q4,3,0,0,0,0,0,1,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3777,37,2019 Q1,12,0,1,0,0,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3778,37,2019 Q1,4,0,0,1,0,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3779,37,2019 Q1,5,0,0,0,1,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3780,37,2019 Q1,2,0,0,0,0,1,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3781,37,2019 Q1,1,0,0,0,0,0,1,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3782,18,2019 Q2,23,0,1,0,0,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3783,18,2019 Q2,3,0,0,1,0,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3784,18,2019 Q2,2,0,0,0,1,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3785,18,2019 Q2,2,0,0,0,0,1,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3786,18,2019 Q2,2,0,0,0,0,0,1,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3787,30,2019 Q3,13,0,1,0,0,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3788,30,2019 Q3,9,0,0,1,0,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3789,30,2019 Q3,5,0,0,0,1,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3790,30,2019 Q3,2,0,0,0,0,1,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3791,30,2019 Q3,2,0,0,0,0,0,1,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3792,31,2019 Q4,11,0,1,0,0,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3793,31,2019 Q4,8,0,0,1,0,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3794,31,2019 Q4,6,0,0,0,1,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3795,31,2019 Q4,2,0,0,0,0,1,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3796,31,2019 Q4,3,0,0,0,0,0,1,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3797,19,2020 Q1,15,0,1,0,0,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3798,19,2020 Q1,4,0,0,1,0,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3799,19,2020 Q1,7,0,0,0,1,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3800,19,2020 Q1,1,0,0,0,0,1,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3801,21,2020 Q2,10,0,1,0,0,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3802,21,2020 Q2,2,0,0,1,0,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3803,21,2020 Q2,2,0,0,0,1,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3804,32,2020 Q3,13,0,1,0,0,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3805,32,2020 Q3,13,0,0,1,0,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3806,32,2020 Q3,8,0,0,0,1,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3807,32,2020 Q3,3,0,0,0,0,1,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3808,32,2020 Q3,2,0,0,0,0,0,1,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3809,24,2020 Q4,17,0,1,0,0,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3810,24,2020 Q4,5,0,0,1,0,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3811,24,2020 Q4,10,0,0,0,1,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3812,24,2020 Q4,7,0,0,0,0,1,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3813,24,2020 Q4,1,0,0,0,0,0,1,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3814,18,2021 Q1,8,0,1,0,0,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3815,18,2021 Q1,2,0,0,1,0,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3816,18,2021 Q1,2,0,0,0,1,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3817,18,2021 Q1,5,0,0,0,0,1,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3818,29,2021 Q2,6,0,1,0,0,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3819,29,2021 Q2,2,0,0,1,0,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3820,29,2021 Q2,5,0,0,0,1,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3821,29,2021 Q2,4,0,0,0,0,1,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3822,29,2021 Q2,1,0,0,0,0,0,1,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3823,37,2021 Q3,7,0,1,0,0,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3824,37,2021 Q3,8,0,0,1,0,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3825,37,2021 Q3,8,0,0,0,1,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3826,37,2021 Q3,3,0,0,0,0,1,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3827,37,2021 Q3,3,0,0,0,0,0,1,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3828,19,2021 Q4,4,0,1,0,0,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3829,19,2021 Q4,9,0,0,1,0,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3830,19,2021 Q4,10,0,0,0,1,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3831,19,2021 Q4,10,0,0,0,0,1,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3832,19,2021 Q4,1,0,0,0,0,0,1,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3833,33,2022 Q1,7,0,1,0,0,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3834,33,2022 Q1,3,0,0,1,0,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3835,33,2022 Q1,12,0,0,0,1,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3836,33,2022 Q1,5,0,0,0,0,1,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3837,13,2022 Q2,12,0,1,0,0,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3838,13,2022 Q2,8,0,0,1,0,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3839,13,2022 Q2,6,0,0,0,1,0,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3840,13,2022 Q2,6,0,0,0,0,1,0,Caserne 26 Grid1_0,Caserne 26,13,1.875,1927.675,0,0,0,1,0,13879.3871,468.7096774,100,79.35483871,295.6451613,466.6129032
3841,1,2015 Q1,2,0,1,0,0,0,0,Caserne 26 Grid1_1,Caserne 26,16,1.777777778,1928.296296,0,0,0,1,0,14627.76364,409.5454545,100,80.77272727,245.9090909,427.2727273
3842,1,2015 Q1,1,0,0,1,0,0,0,Caserne 26 Grid1_1,Caserne 26,16,1.777777778,1928.296296,0,0,0,1,0,14627.76364,409.5454545,100,80.77272727,245.9090909,427.2727273
3843,1,2015 Q1,1,0,0,0,0,1,0,Caserne 26 Grid1_1,Caserne 26,16,1.777777778,1928.296296,0,0,0,1,0,14627.76364,409.5454545,100,80.77272727,245.9090909,427.2727273
3844,1,2015 Q2,2,0,1,0,0,0,0,Caserne 26 Grid1_1,Caserne 26,16,1.777777778,1928.296296,0,0,0,1,0,14627.76364,409.5454545,100,80.77272727,245.9090909,427.2727273
3845,1,2015 Q2,10,0,0,1,0,0,0,Caserne 26 Grid1_1,Caserne 26,16,1.777777778,1928.296296,0,0,0,1,0,14627.76364,409.5454545,100,80.77272727,245.9090909,427.2727273
3846,1,2015 Q2,2,0,0,0,1,0,0,Caserne 26 Grid1_1,Caserne 26,16,1.777777778,1928.296296,0,0,0,1,0,14627.76364,409.5454545,100,80.77272727,245.9090909,427.2727273
3847,1,2015 Q2,1,0,0,0,0,0,1,Caserne 26 Grid1_1,Caserne 26,16,1.777777778,1928.296296,0,0,0,1,0,14627.76364,409.5454545,100,80.77272727,245.9090909,427.2727273
3848,2,2015 Q3,2,0,1,0,0,0,0,Caserne 26 Grid1_1,Caserne 26,16,1.777777778,1928.296296,0,0,0,1,0,14627.76364,409.5454545,100,80.77272727,245.9090909,427.2727273
3849,2,2015 Q3,4,0,0,1,0,0,0,Caserne 26 Grid1_1,Caserne 26,16,1.777777778,1928.296296,0,0,0,1,0,14627.76364,409.5454545,100,80.77272727,245.9090909,427.2727273
3850,2,2015 Q3,1,0,0,0,1,0,0,Caserne 26 Grid1_1,Caserne 26,16,1.777777778,1928.296296,0,0,0,1,0,14627.76364,409.5454545,100,80.77272727,245.9090909,427.2727273
3851,2,2015 Q3,1,0,0,0,0,1,0,Caserne 26 Grid1_1,Caserne 26,16,1.777777778,1928.296296,0,0,0,1,0,14627.76364,409.5454545,100,80.77272727,245.9090909,427.2727273
3852,2,2015 Q4,2,0,1,0,0,0,0,Caserne 26 Grid1_1,Caserne 26,16,1.777777778,1928.296296,0,0,0,1,0,14627.76364,409.5454545,100,80.77272727,245.9090909,427.2727273
3853,2,2015 Q4,6,0,0,1,0,0,0,Caserne 26 Grid1_1,Caserne 26,16,1.777777778,1928.296296,0,0,0,1,0,14627.76364,409.5454545,100,80.77272727,245.9090909,427.2727273
3854,2,2015 Q4,3,0,0,0,1,0,0,Caserne 26 Grid1_1,Caserne 26,16,1.777777778,1928.296296,0,0,0,1,0,14627.76364,409.5454545,100,80.77272727,245.9090909,427.2727273
3855,2,2015 Q4,1,0,0,0,0,0,1,Caserne 26 Grid1_1,Caserne 26,16,1.777777778,1928.296296,0,0,0,1,0,14627.76364,409.5454545,100,80.77272727,245.9090909,427.2727273
3856,8,2016 Q2,7,0,1,0,0,0,0,Caserne 26 Grid1_1,Caserne 26,16,1.777777778,1928.296296,0,0,0,1,0,14627.76364,409.5454545,100,80.77272727,245.9090909,427.2727273
